,Fermi.name,Spectral.Index,Radio.flux.mJy.,flux_density,curve_significance,flux_100_300_mev,flux_0p3_1_gev,flux_10_100_gev,variability_index,Optical.Class
392,3FGL J0928.5+4048,1.8425,7.1161,1.438E-14,0.945,3.99475E-11,2.41304E-10,3.30623E-11,39.811329, bll 
393,3FGL J0929.4+5013,2.1641,522.5684,6.6822E-13,1.131,1.30854E-08,3.24399E-09,9.91184E-11,88.74894, bll 
394,3FGL J0930.0+4951,1.4469,21.5622,1.9642E-15,2.112,2.15101E-12,1.09253E-12,7.52391E-11,37.248375, bll 
395,3FGL J0930.2+8612,2.1837,142.7944,1.5407E-12,1.884,1.00163E-08,4.23268E-09,6.47213E-11,91.450111, bll 
396,3FGL J0937.7+5008,2.3759,167.1889,3.7275E-13,0,6.05696E-09,1.59083E-09,1.58539E-11,122.128494, fsrq 
397,3FGL J0940.9-1337,2.4091,290.0225,1.8589E-12,1.497,1.12956E-08,3.20584E-09,2.51718E-11,207.40892, fsrq 
398,3FGL J0941.6+2727,2.4951,177.791,1.0662E-12,0.423,7.96663E-09,1.39239E-09,7.292E-12,42.132366, fsrq 
399,3FGL J0942.1-0756,2.0662,216.5451,1.0949E-13,2.558,6.49932E-14,7.97373E-10,1.64758E-11,109.701691, bll 
400,3FGL J0945.9+5756,2.3296,112.0368,1.0789E-12,0.552,9.8182E-09,1.9546E-09,1.89888E-11,63.229652, bll 
401,3FGL J0946.2+0103,1.6953,15.0526,4.3824E-15,1.847,1.87651E-13,4.85393E-10,6.08459E-11,32.784809, bll 
402,3FGL J0946.5+1017,2.4579,410.8487,8.3946E-12,3.38,2.77505E-08,7.69891E-09,2.2031E-11,149.800842, fsrq 
403,3FGL J0948.6+4041,2.6687,1600.1462,3.5345E-12,0.167,1.27617E-08,1.82463E-09,1.80859E-16,66.543449, fsrq 
404,3FGL J0950.1+4554,1.95,48.2935,7.3871E-14,1.525,7.77691E-09,6.63063E-10,5.71525E-11,45.473648, bll 
405,3FGL J0953.0-0839,1.8054,85.2581,4.5212E-13,2.983,5.16579E-09,3.40372E-09,2.85187E-10,111.479942, bll 
406,3FGL J0954.2+4913,1.3314,2.8724,1.0946E-15,1.886,9.61095E-12,3.16046E-10,5.87597E-11,36.096409, bll 
407,3FGL J0957.4+4728,2.6697,604.342,3.3623E-12,1.985,5.14783E-09,2.25176E-09,6.19338E-12,63.117317, fsrq 
408,3FGL J0957.5-1351,2.2012,362.7029,1.1042E-11,4.056,1.50378E-08,4.42368E-09,1.92029E-15,214.180878, fsrq 
409,3FGL J0957.6+5523,1.8832,3079.7576,3.1331E-11,4.483,5.53669E-08,2.39899E-08,6.37152E-10,42.435791, fsrq 
410,3FGL J0958.3-0318,1.5151,7.5925,4.1881E-15,2.097,3.09859E-10,3.34044E-11,6.94049E-11,37.680206, bll 
411,3FGL J0958.6+6534,2.3815,730.0291,6.4668E-12,0.217,2.37702E-08,5.72064E-09,4.22909E-11,230.729736, bll 
412,3FGL J0959.7+2124,2.145,40.9159,7.5482E-14,0.148,4.43046E-10,8.97086E-10,2.58331E-11,53.72263, bll 
413,3FGL J1001.0+2913,2.157,197.346,5.34E-13,0.277,8.65853E-09,2.52201E-09,6.80593E-11,187.464279, bll 
414,3FGL J1002.3+2220,2.3089,14.0222,1.9555E-13,0.832,3.79496E-09,1.4077E-09,9.83872E-12,32.777874, bll 
415,3FGL J1006.7-2159,2.4349,230.8324,7.6374E-12,1.187,2.55848E-08,6.97376E-09,6.47785E-11,120.984352, fsrq 
416,3FGL J1006.7+3453,1.6554,6.7291,5.1877E-15,0.689,4.79162E-09,2.80017E-13,3.74447E-11,27.071529, bll 
417,3FGL J1007.9+0621,2.2814,507.507,1.5397E-12,2.64,1.13712E-08,4.79676E-09,5.63443E-11,74.766228, bll 
418,3FGL J1010.2-3120,1.5763,74.4082,1.6309E-14,0.797,9.87222E-09,1.41121E-10,1.66522E-10,86.299103, bll 
419,3FGL J1012.2+0631,2.0759,535.7729,1.2337E-13,0.728,9.60601E-09,1.81897E-09,6.27938E-11,56.34058, bll 
420,3FGL J1012.6+2439,2.1114,102.5008,2.0623E-11,4.387,3.0913E-08,1.1078E-08,2.69119E-11,724.485962, fsrq 
421,3FGL J1012.7+4229,1.6635,79.6352,1.3498E-14,0.563,3.76039E-09,5.37796E-10,5.45965E-11,50.431541, bll 
422,3FGL J1013.5+3440,2.6244,356.0855,2.4368E-12,0.486,8.48512E-09,2.53068E-09,2.0073E-14,63.870682, fsrq 
423,3FGL J1015.0+4925,1.8334,378.216,3.8613E-12,2.442,2.99323E-08,1.23246E-08,8.1883E-10,110.458542, bll 
424,3FGL J1016.0+0513,2.1201,401.7658,1.0472E-12,2.068,2.83039E-08,8.15045E-09,1.48312E-10,334.646667, fsrq 
425,3FGL J1018.3+3542,2.5491,615.7845,9.1725E-13,1.794,8.0682E-09,1.57592E-09,4.10552E-15,87.612114, fsrq 
426,3FGL J1018.4-3119,2.5335,379.4679,2.6619E-12,2.801,8.47813E-09,3.47356E-09,2.58905E-14,64.137993, fsrq 
427,3FGL J1018.8+5913,2.0904,98.0291,6.8898E-14,0.343,3.92426E-09,7.60825E-10,3.27512E-11,55.93568, bll 
428,3FGL J1020.0+6323,2.2871,109.0721,3.3568E-13,2.395,3.25829E-11,1.7692E-09,8.82656E-12,39.392746, bll 
429,3FGL J1022.8-0113,1.8746,36.2811,8.6975E-14,2.146,2.67853E-09,4.93365E-10,4.94035E-11,43.474422, bll 
430,3FGL J1023.7+3000,1.7458,9.0816,8.218E-15,0.817,3.42138E-09,4.27672E-10,3.54751E-11,39.400387, bll 
431,3FGL J1023.9-4335,1.7889,32.2,1.1012E-13,1.187,9.18598E-10,2.34945E-09,2.52451E-10,52.670494, bll 
432,3FGL J1024.1-3232,2.4562,468.9658,7.2229E-12,3.401,3.35109E-08,7.30974E-09,3.02004E-11,287.875031, fsrq 
433,3FGL J1025.1+2333,2.5748,109.2712,1.6752E-12,0.9,9.80846E-09,1.84451E-09,6.1639E-12,46.911816, bll 
434,3FGL J1026.4-8542,2.0134,273.5,1.8586E-13,0.511,1.00881E-08,1.97973E-09,8.55569E-11,41.696239, bll 
435,3FGL J1026.9-1750,1.9199,11.6327,4.5982E-13,1.641,9.49268E-09,3.06815E-09,1.90086E-10,152.302811, bll 
436,3FGL J1027.0+0609,2.0936,10.5904,4.6644E-14,1.448,1.14923E-08,1.81007E-10,2.59647E-11,46.072475, bll 
437,3FGL J1027.7+6316,1.996,25.8497,3.543E-14,0.639,5.21731E-09,4.37755E-10,2.00536E-11,31.194918, bll 
438,3FGL J1028.5-0235,2.403,87.2487,3.4394E-13,0.643,3.97471E-09,1.23181E-09,7.66581E-12,84.335106, fsrq 
439,3FGL J1031.2+5053,1.7052,38.0567,6.7622E-14,0.324,1.37836E-09,1.59857E-09,1.41143E-10,47.480152, bll 
440,3FGL J1031.6+6021,2.6297,321.38,1.2976E-12,1.198,2.44693E-08,3.20036E-09,7.99334E-12,116.626465, fsrq 
441,3FGL J1032.5+6623,2.1496,85.3479,5.0634E-14,0.83,4.85979E-09,4.24851E-10,1.1304E-11,49.750271, bll 
442,3FGL J1032.7+3735,2.3252,84.558,2.0685E-12,0.402,1.51339E-08,3.1667E-09,3.75479E-11,44.267204, bll 
443,3FGL J1033.2+4116,2.3217,473.7792,3.4784E-12,1.417,1.65991E-08,5.67712E-09,1.82464E-11,112.04213, fsrq 
444,3FGL J1033.8+6051,2.1193,462.4682,7.901E-12,5.231,3.90357E-08,1.65382E-08,1.3221E-10,1373.464111, fsrq 
445,3FGL J1037.4-3742,2.7553,329.1027,3.5836E-12,1.389,1.02567E-08,1.38566E-09,1.07229E-15,32.669048, fsrq 
446,3FGL J1037.5-2821,2.493,409.4789,2.4735E-12,1.344,2.14123E-08,3.86109E-09,1.7258E-11,86.368362, fsrq 
447,3FGL J1037.5+5711,1.7208,71.8421,2.5568E-12,3.758,1.1153E-08,6.0417E-09,3.53941E-10,135.36145, bll 
448,3FGL J1041.8+3901,1.9693,34.0047,2.9447E-14,1.774,4.49489E-14,3.90205E-10,1.53528E-11,29.104803, bll 
449,3FGL J1043.1+2407,2.2423,325.1707,7.6916E-13,1.938,7.50446E-09,3.16872E-09,2.78515E-11,51.778721, fsrq 
450,3FGL J1045.7-2926,2.4558,960.3151,2.3249E-12,1.787,1.95768E-08,3.55796E-09,1.67019E-15,366.174683, fsrq 
451,3FGL J1046.9-2531,1.8462,14.2645,1.633E-14,1.248,4.63157E-11,5.14434E-10,1.80087E-11,34.765182, bll 
452,3FGL J1047.6+7240,2.0622,36.5806,9.7532E-14,0.271,6.67005E-09,1.6198E-09,4.77392E-11,88.829514, bll 
453,3FGL J1048.4+7144,2.3918,736.9452,9.2252E-12,2.808,4.63984E-08,1.24754E-08,6.26702E-11,164.429367, fsrq 
454,3FGL J1048.6+2338,2.2883,25.8165,5.026E-13,2.511,3.10739E-09,2.85557E-09,5.18397E-12,49.698326, bll 
455,3FGL J1051.4+3941,1.6644,10.952,1.1599E-14,1.61,3.8757E-09,1.92896E-14,5.86736E-11,40.411552, bll 
456,3FGL J1051.8+0105,2.0652,16.4206,5.7207E-14,0.273,4.62231E-10,1.41432E-09,2.49086E-11,32.074039, bll 
457,3FGL J1053.7+4929,1.7958,64.6867,5.809E-14,0.111,4.91377E-09,6.48901E-10,5.60309E-11,60.758251, bll 
458,3FGL J1054.5+2210,2.2007,65.4673,1.1465E-12,0.312,1.98769E-08,4.53924E-09,9.14091E-11,83.917824, bll 
459,3FGL J1057.6-2754,1.8858,63.8743,1.7313E-14,0.552,9.67554E-11,7.24738E-10,3.97809E-11,45.161877, bll 
460,3FGL J1058.1+7010,2.7031,311.0078,5.8128E-12,0.541,1.9495E-08,3.22958E-09,7.65494E-12,74.907928, fsrq 
461,3FGL J1058.4+8112,2.6661,240.4383,1.2002E-12,1.481,2.46947E-08,2.5791E-09,3.65975E-12,160.224442, fsrq 
462,3FGL J1058.5-8003,2.1283,558.5,2.0704E-11,4.055,3.76037E-08,1.36787E-08,8.93908E-11,301.280853, bll 
463,3FGL J1058.5+0133,2.1708,3220.8457,1.4211E-11,3.26,7.09201E-08,2.19202E-08,3.00062E-10,494.409882, bll 
464,3FGL J1058.6+5627,1.9452,228.6004,2.2732E-12,0.118,2.28447E-08,7.88285E-09,3.72602E-10,179.470505, bll 
465,3FGL J1059.2-1133,2.1355,261.2794,3.3766E-12,1.609,2.17113E-08,7.63038E-09,1.11716E-10,142.094254, bll 
466,3FGL J1059.9+2056,2.5686,120.6148,3.6505E-13,2.296,7.73639E-09,8.30218E-10,2.70919E-11,55.860481, fsrq 
467,3FGL J1100.5+4020,1.8354,18.4437,2.0616E-14,0.436,1.55349E-11,1.38012E-09,8.97659E-11,52.97234, bll 
468,3FGL J1103.1+1155,2.5174,263.1428,2.4445E-12,0.226,1.32077E-08,3.03638E-09,1.95638E-11,204.040573, fsrq 
469,3FGL J1103.5-2329,1.6448,121.1102,1.2738E-14,0.407,5.64353E-13,8.7816E-10,8.10872E-11,36.513008, bll 
470,3FGL J1104.3+0730,2.1931,78.3838,4.8622E-13,1.035,7.19976E-09,2.60999E-09,4.83746E-11,61.978909, bll 
471,3FGL J1104.4+3812,1.7716,768.6012,1.7735E-11,0.593,1.01925E-07,4.79577E-08,4.26064E-09,755.103943, bll 
472,3FGL J1105.9+2814,2.4672,225.3407,5.4729E-12,0.657,2.32205E-08,3.6929E-09,1.49583E-11,177.848724, fsrq 
473,3FGL J1107.4-4447,2.714,2516,1.6803E-11,1.978,3.52879E-08,6.63911E-09,1.3917E-15,151.269379, fsrq 
474,3FGL J1107.5+0223,2.1162,21.2815,1.1732E-13,0.806,5.41831E-09,1.67704E-09,4.33938E-11,50.998543, bll 
475,3FGL J1107.8+1502,1.9905,43.6194,1.447E-13,1.315,4.01984E-09,1.22615E-09,4.39315E-11,49.013092, bll 
476,3FGL J1109.4+2411,1.8869,34.3765,2.7222E-14,0.422,5.80807E-10,9.52793E-10,5.19613E-11,40.496407, bll 
477,3FGL J1109.6+3734,1.6594,4.6804,3.299E-15,1.49,1.00222E-14,3.59316E-14,3.2883E-11,28.489429, bll 
478,3FGL J1110.0+7134,2.0307,56.0214,4.0455E-14,1.795,3.1324E-09,7.82527E-10,2.21653E-11,45.338184, bll 
479,3FGL J1110.4-1835,2.0201,47.0793,3.0582E-13,1.962,2.36991E-09,2.51724E-09,7.5044E-11,55.973213, bll 
480,3FGL J1112.4+3449,2.1698,166.0426,1.5352E-11,3.666,1.79423E-08,6.99534E-09,2.29346E-11,166.636871, fsrq 
481,3FGL J1112.6+1749,1.4669,14.4025,1.3439E-15,1.795,3.82738E-09,1.82281E-10,3.24444E-11,32.919415, bll 
482,3FGL J1117.0+2014,1.8667,103.2093,3.8533E-13,0.1,6.88207E-09,3.05613E-09,1.87362E-10,95.583054, bll 
483,3FGL J1117.3+2546,2.1469,13.04,7.7579E-14,0.527,3.0382E-09,3.64116E-10,5.29363E-12,39.268494, bll 
484,3FGL J1117.7-4632,2.4303,957,1.2799E-12,3.83,7.47135E-09,4.23508E-09,2.15607E-11,65.942696, fsrq 
485,3FGL J1117.9+5355,1.9304,12.647,1.5212E-13,2.14,5.18994E-09,1.28082E-09,7.49542E-11,52.886677, bll 
486,3FGL J1119.7-3046,1.5393,9.579,2.2996E-15,0.698,2.77856E-11,5.55418E-11,3.82108E-11,35.326984, bll 
487,3FGL J1120.8+4212,1.6164,24.2207,7.1773E-14,1.411,4.24961E-09,1.14963E-09,2.46942E-10,37.515087, bll 
488,3FGL J1121.4-0554,2.3665,588.3966,5.8803E-12,3.025,3.26377E-08,1.026E-08,2.50739E-11,812.469788, fsrq 
489,3FGL J1123.6+7231,1.5934,12.5842,1.133E-15,2.962,2.99375E-09,1.91383E-10,2.05676E-11,24.307825, bll 
490,3FGL J1124.1+2337,2.4591,525.717,1.7036E-12,0.249,1.11177E-08,2.26794E-09,9.84293E-12,59.478104, fsrq 
491,3FGL J1124.9+4932,1.8031,21.1051,1.6775E-14,0.718,4.16993E-09,3.64258E-10,5.48677E-11,60.925301, bll 
492,3FGL J1125.5-3558,1.8834,208.4057,9.4719E-14,1.362,1.89723E-09,1.41465E-09,1.0308E-10,77.600067, bll 
493,3FGL J1125.9+2007,2.3123,688.9926,2.6615E-13,1.607,1.24343E-09,1.22807E-09,9.34264E-16,51.744667, fsrq 
494,3FGL J1127.0-1857,2.117,536.7454,6.9349E-11,4.591,8.07425E-08,2.63154E-08,2.09835E-10,1080.17688, fsrq 
495,3FGL J1127.8+3618,2.3492,168.5473,1.3603E-12,1.938,1.00636E-08,4.25221E-09,3.2962E-11,197.023651, fsrq 
496,3FGL J1128.0+5921,2.7186,301.5852,1.2709E-12,0.45,7.54241E-09,1.25645E-09,3.20934E-16,41.651955, fsrq 
497,3FGL J1129.9-1446,2.7866,5622.8945,3.3665E-11,2.177,4.56618E-08,6.35566E-09,7.44406E-16,310.948273, fsrq 
498,3FGL J1131.1+5810,2.2838,44.5501,2.5362E-13,0.67,8.9444E-09,1.4994E-09,2.11022E-11,48.446224, bll 
499,3FGL J1132.7+0034,2.0748,469.6127,1.6336E-12,1.814,1.64298E-08,5.97282E-09,1.60193E-10,66.306892, bll 
500,3FGL J1136.4+3405,2.8284,136.5756,6.6166E-12,0.314,1.40102E-08,2.14177E-09,6.798E-12,65.690704, fsrq 
501,3FGL J1136.6+6736,1.7191,45.9002,3.8707E-14,1.342,5.0489E-09,7.80126E-10,8.82865E-11,50.688274, bll 
502,3FGL J1136.6+7009,1.8235,328.5548,2.3203E-13,0.398,4.50407E-09,2.41887E-09,1.95123E-10,43.036957, bll 
503,3FGL J1136.9+2551,1.679,16.4235,5.8779E-15,1.777,2.15093E-09,1.58365E-10,5.75584E-11,45.208408, bll 
504,3FGL J1140.4+1529,1.2578,70.1018,8.2455E-16,0.038,5.0206E-09,2.79581E-14,3.34154E-11,24.241394, bll 
505,3FGL J1142.0+1546,2.2963,334.1986,9.8226E-13,0.14,6.86913E-09,2.33872E-09,4.92998E-11,57.348072, bll 
506,3FGL J1143.0+6123,2.0213,84.0309,3.1579E-13,2.425,5.59532E-09,1.82262E-09,3.75773E-11,45.218487, bll 
507,3FGL J1145.8+4425,1.8502,362.7135,1.4461E-14,0.955,1.60566E-12,3.06198E-10,2.2618E-11,31.184376, fsrq 
508,3FGL J1147.0-3811,2.2539,1804.3118,3.2609E-12,2.268,2.16277E-08,6.24651E-09,6.35246E-11,128.746765, fsrq 
509,3FGL J1147.8-0725,2.3171,740.5424,1.9404E-12,1.573,1.49737E-08,5.95898E-09,5.44825E-11,187.208069, fsrq 
510,3FGL J1150.3+2417,2.2125,798.2562,6.9807E-13,1.124,1.44882E-08,4.11379E-09,4.60446E-11,62.169441, bll 
511,3FGL J1150.5+4155,1.7589,26.4756,3.3188E-13,2.174,5.69924E-09,3.23507E-09,3.70235E-10,47.344955, bll 
512,3FGL J1151.4-1346,1.9793,35.2568,3.6909E-14,0.718,2.16351E-09,8.431E-10,4.50013E-11,47.654198, bll 
513,3FGL J1151.4+5858,1.9173,184.8828,1.2488E-13,0.474,7.7496E-09,1.29777E-09,1.11951E-10,59.081062, bll 
514,3FGL J1152.3-0841,2.4445,697.9655,2.4307E-12,0.631,2.14008E-08,3.81872E-09,4.21067E-11,80.934723, fsrq 
515,3FGL J1153.4+4033,1.7671,1136.2122,1.2432E-14,1.264,9.20057E-14,2.63324E-10,3.23042E-11,32.512314, fsrq 
516,3FGL J1153.4+4932,2.3785,1572.7773,1.4486E-11,2.202,4.0687E-08,9.61045E-09,2.47526E-11,1942.582275, fsrq 
517,3FGL J1154.2-0010,1.6836,10.7365,1.6289E-14,0.053,2.61364E-09,5.35733E-10,1.07869E-10,64.787849, bll 
518,3FGL J1154.3+6023,2.6572,97.1549,3.1589E-12,1.765,6.99447E-09,3.37219E-09,5.14148E-12,130.43457, fsrq 
519,3FGL J1155.9+6136,1.646,3.37,5.1616E-15,1.705,4.58912E-12,1.60674E-13,2.67742E-11,34.038155, bll 
520,3FGL J1158.8+0941,2.0401,34.2178,1.7789E-13,0.103,4.47955E-09,1.79283E-09,8.07655E-11,64.536346, bll 
521,3FGL J1159.2-2141,2.3608,321.0828,1.1596E-12,1.451,2.24684E-08,5.75343E-09,5.34154E-11,158.531097, fsrq 
522,3FGL J1159.5+2914,2.0947,2031.7178,6.5073E-11,4.219,8.6061E-08,2.81746E-08,3.20369E-10,1934.989624, fsrq 
523,3FGL J1203.1+6029,2.2085,190.9381,4.3183E-13,0.22,1.55038E-08,1.8325E-09,3.03371E-11,52.56366, bll 
524,3FGL J1203.2+3847,2.4283,24.039,2.8789E-13,0.165,4.7216E-09,1.17415E-09,1.73823E-16,34.821239, bll 
525,3FGL J1204.0+1144,1.8773,15.2427,4.0445E-14,0.751,4.35849E-09,6.82075E-10,4.73874E-11,56.649067, bll 
526,3FGL J1204.3-0708,1.8612,168.8768,1.2607E-13,1.455,6.11297E-09,1.24243E-09,9.40264E-11,48.116974, bll 
527,3FGL J1205.8-2636,2.5406,1654.3826,3.0013E-12,1.334,1.87816E-08,4.1769E-09,3.03262E-11,79.28421, fsrq 
528,3FGL J1208.7+5442,2.5433,302.0935,2.0065E-11,2.102,4.12554E-08,8.58133E-09,1.53924E-15,532.104065, fsrq 
529,3FGL J1209.4+4119,1.9449,274.3442,6.4231E-14,0.227,5.55899E-09,7.02541E-10,4.0042E-11,59.235069, bll 
530,3FGL J1209.8+1810,2.2975,73.3759,9.4642E-13,1.383,8.88611E-09,3.3082E-09,2.40775E-11,181.900833, fsrq 
531,3FGL J1212.6+5135,2.1911,36.3205,1.379E-13,0.953,4.76228E-09,6.0744E-10,1.05308E-11,53.065926, bll 
532,3FGL J1213.1-2619,1.8864,7.4391,1.9326E-14,0.41,3.73179E-09,1.3117E-09,6.77112E-11,44.574429, bll 
533,3FGL J1213.7+1306,2.5197,1344.8054,2.5969E-12,2.625,1.10775E-08,2.65851E-09,2.22377E-14,44.970249, fsrq 
534,3FGL J1215.0+5002,1.9194,86.6246,5.8392E-14,1.382,1.45941E-11,1.29603E-09,3.1624E-11,44.276535, bll 
535,3FGL J1215.1+1658,2.3163,298.8281,6.4726E-13,2.139,4.48345E-09,2.67294E-09,1.2157E-11,58.543991, fsrq 
536,3FGL J1217.8+3007,1.9745,572.8297,3.2485E-12,1.95,4.36001E-08,1.35976E-08,4.53805E-10,206.360153, bll 
537,3FGL J1218.0-0029,2.3884,452.5391,7.2392E-13,1.652,1.47844E-08,3.08509E-09,3.4788E-11,83.881927, bll 
538,3FGL J1218.4-0121,2.1952,244.5492,5.0412E-13,1.603,8.25891E-09,3.37374E-09,7.83425E-11,59.203571, bll 
539,3FGL J1219.7-0314,2.0012,29.0593,1.0377E-13,1.902,2.53962E-09,1.21954E-09,4.03761E-11,36.390331, bll 
540,3FGL J1220.2+3434,2.1882,250.9112,3.4274E-13,0.432,5.14409E-09,1.44718E-09,1.49686E-11,50.500843, bll 
541,3FGL J1220.2+7105,2.4623,252.5305,2.112E-12,1.326,1.21238E-08,2.79188E-09,7.39815E-12,153.196213, fsrq 
542,3FGL J1221.3+3010,1.6604,71.5749,1.8385E-13,1.491,9.22753E-11,4.06888E-09,5.82427E-10,92.454102, bll 
543,3FGL J1221.4+2814,2.1024,732.2455,4.5369E-12,2.391,3.24877E-08,1.17388E-08,1.93966E-10,204.240936, bll 
544,3FGL J1222.4+0414,2.5085,800.8724,1.1176E-10,3.88,6.1604E-08,1.21999E-08,2.07013E-11,188.395569, fsrq 
545,3FGL J1222.7+8041,2.2855,705.2,1.7024E-12,1.452,1.21071E-08,3.99674E-09,1.86794E-11,87.372078, bll 
546,3FGL J1224.5+2436,1.8869,26.0096,8.5275E-14,1.271,8.43033E-09,9.4514E-10,5.65612E-11,54.190903, bll 
547,3FGL J1224.5+4957,2.4632,46.9763,6.0833E-13,0.864,7.23525E-09,1.89604E-09,5.1148E-12,58.841423, fsrq 
548,3FGL J1224.6+4332,2.6359,366.6129,4.6763E-12,0.593,1.27198E-08,2.33873E-09,4.0657E-16,64.702911, bll 
549,3FGL J1224.9+2122,2.1854,2095.1997,5.1698E-10,4.994,3.51657E-07,1.02261E-07,6.83812E-10,18067.44727, fsrq 
550,3FGL J1226.8+0638,1.5645,17.372,3.4695E-15,0.726,3.65452E-09,1.35147E-10,3.46677E-11,27.607801, bll 
551,3FGL J1228.7+4857,2.3648,387.5473,2.5342E-13,0.865,8.28998E-09,1.84718E-09,2.92628E-11,68.058952, fsrq 
552,3FGL J1229.1+0202,2.5163,54992,7.6485E-10,7.223,3.80195E-07,7.29908E-08,7.82096E-11,7873.016602, fsrq 
553,3FGL J1230.3+2519,2.2354,244.0648,1.3783E-12,2.231,7.41309E-09,4.39171E-09,4.06875E-11,95.345879, bll 
554,3FGL J1231.5+6414,1.9383,58.9141,1.8886E-14,1.434,4.18605E-10,3.85528E-10,4.04898E-11,33.94146, bll 
555,3FGL J1231.7+2847,1.9485,141.6485,1.0701E-12,1.864,1.62051E-08,5.6852E-09,2.38838E-10,158.550598, bll 
556,3FGL J1231.8+1421,2.0651,55.6403,5.8995E-14,0.098,4.0167E-09,1.11447E-09,2.04895E-11,43.632366, bll 
557,3FGL J1233.7-0145,2.2214,28.9346,8.2511E-13,1.48,1.69595E-08,3.19505E-09,1.04505E-10,37.459728, bll 
558,3FGL J1236.6+3901,2.492,37.1162,4.4578E-13,1.175,8.31125E-09,2.30275E-10,1.80189E-11,43.541759, bll 
559,3FGL J1237.9+6258,1.8364,12.6025,1.0279E-14,0.828,5.06328E-09,2.62123E-10,2.78288E-11,29.766178, bll 
560,3FGL J1239.5+0443,2.2043,354.4628,6.1241E-11,5.563,8.19215E-08,2.41987E-08,7.16317E-11,1257.650879, fsrq 
561,3FGL J1241.6-1456,1.9594,17.2863,3.8727E-14,1.786,8.01243E-09,2.04338E-10,2.60139E-11,36.265869, bll 
562,3FGL J1241.9+0639,1.7817,16.6188,9.0404E-15,1.719,4.59523E-10,7.22095E-10,3.80877E-11,42.699017, bll 
563,3FGL J1243.1+3627,1.7688,148.0424,3.0085E-13,1.238,7.2155E-09,2.64793E-09,2.89903E-10,58.171894, bll 
564,3FGL J1244.8+5707,2.0702,83.8714,6.7021E-14,0.681,4.08783E-09,8.45276E-10,3.41902E-11,33.772556, bll 
565,3FGL J1246.7-2547,2.1395,1165.6454,1.3074E-10,5.556,1.19236E-07,3.83311E-08,1.9314E-10,1117.782837, fsrq 
566,3FGL J1247.0+4421,2.0585,10.7278,3.8699E-14,2.529,4.03588E-09,7.27455E-10,3.52369E-11,61.941391, bll 
567,3FGL J1248.0+5130,2.1634,114.9079,7.9229E-14,0.431,4.72996E-09,3.9455E-10,9.12932E-12,53.935936, bll 
568,3FGL J1248.2+5820,1.9474,245.4239,1.9918E-12,1.784,2.11681E-08,8.22155E-09,3.86862E-10,65.174026, bll 
569,3FGL J1249.7+3705,1.6543,6.1282,2.7149E-14,2.926,1.50055E-09,1.62805E-14,7.38261E-11,51.870068, bll 
570,3FGL J1250.5+0217,2.3279,340.8402,3.1433E-13,0.885,6.86074E-09,1.53903E-09,3.32186E-11,44.173584, bll 
571,3FGL J1251.3+1041,2.4387,5.2371,6.8598E-13,1.318,1.33125E-08,1.3491E-09,2.70155E-11,70.043556, bll 
572,3FGL J1253.2+5300,1.8972,488.2964,2.7418E-12,3.504,1.72603E-08,8.18078E-09,2.575E-10,72.169212, bll 
573,3FGL J1253.7+0327,1.8418,107.1076,6.6955E-14,0.337,2.52926E-09,1.50059E-09,9.97177E-11,63.25264, bll 
574,3FGL J1254.1+6240,1.9022,12.1354,2.9464E-14,1.491,6.46896E-13,2.93687E-10,2.91055E-11,44.893867, bll 
575,3FGL J1254.5+2210,1.9957,101.2599,9.0645E-14,1.896,4.65088E-09,6.53668E-10,4.6396E-11,41.081306, bll 
576,3FGL J1254.9-4423,2.1948,368.1,5.9479E-14,1.736,6.74474E-09,1.04375E-09,4.114E-11,39.768066, bll 
577,3FGL J1256.1-0547,2.2329,9711.8711,3.7143E-10,6.083,3.3578E-07,9.09814E-08,5.08047E-10,4198.440918, fsrq 
578,3FGL J1256.9+3649,2.079,72.6652,3.1695E-13,1.156,4.7504E-09,1.7554E-09,5.30339E-11,65.350792, bll 
579,3FGL J1258.0+6120,2.0963,10.3146,3.4479E-14,0.431,4.43278E-09,6.37964E-11,2.27197E-11,41.456646, bll 
580,3FGL J1258.1+3233,2.4667,652.5592,1.4127E-12,0.109,1.55866E-08,3.07547E-09,2.04026E-11,130.977249, fsrq 
581,3FGL J1258.6-1800,2.4465,359.3126,9.1791E-12,2.023,3.17661E-08,7.24733E-09,2.44533E-11,247.301514, fsrq 
582,3FGL J1258.7-2219,2.339,792.8557,1.821E-12,2.537,2.69718E-08,6.39295E-09,4.24584E-11,135.031693, fsrq 
583,3FGL J1303.0+2435,2.181,122.6806,2.4548E-12,2.386,1.41086E-08,6.23819E-09,8.34254E-11,377.264771, bll 
584,3FGL J1303.7-4619,2.3898,74.8,1.1612E-12,0.48,1.68346E-08,2.61058E-09,1.54343E-11,73.149651, fsrq 
585,3FGL J1304.3-4353,1.9075,43.8,6.1616E-13,1.91,1.5689E-08,5.04722E-09,3.20256E-10,96.24913, bll 
586,3FGL J1304.8-0338,2.2805,826.6665,1.5763E-13,0.803,6.29452E-09,6.60119E-10,2.49349E-11,73.54483, fsrq 
587,3FGL J1305.5+7854,2.377,287.6952,6.5992E-13,0.371,5.3626E-09,1.69312E-09,1.44829E-11,41.762959, bll 
588,3FGL J1308.7+3545,2.3566,239.8165,1.0028E-12,1.454,8.72291E-09,2.30533E-09,6.00565E-12,167.280273, fsrq 
