,Fermi.name,Spectral.Index,Radio.flux.mJy.,flux_density,curve_significance,flux_100_300_mev,flux_0p3_1_gev,flux_10_100_gev,variability_index,Optical.Class
589,3FGL J1309.3+4304,1.9358,60.1409,6.3647E-13,0.228,1.2432E-08,2.79232E-09,1.25569E-10,55.225231, bll 
590,3FGL J1309.5+1154,2.1432,855.5696,1.8369E-13,1.637,4.7544E-11,1.64044E-09,1.36792E-11,46.474758, bll 
591,3FGL J1310.2-1159,1.7975,83.3951,1.2381E-14,1.147,3.25063E-09,4.06369E-10,6.95007E-11,41.282555, bll 
592,3FGL J1310.6+3222,2.1528,1687.166,2.2762E-11,3.537,4.4492E-08,1.23802E-08,8.6176E-11,556.441711, fsrq 
593,3FGL J1310.7+5515,2.5272,425.3318,9.0858E-13,0.302,8.40429E-09,1.20034E-09,1.23723E-11,84.556313, fsrq 
594,3FGL J1311.0+0036,1.5452,17.8491,1.9344E-15,2.684,6.15111E-12,2.14375E-10,6.86609E-11,30.965086, bll 
595,3FGL J1312.5-2155,2.0748,349.7491,8.7212E-13,2.971,1.15003E-08,4.21592E-09,7.08202E-11,62.759956, bll 
596,3FGL J1312.8-0424,2.4872,226.7262,4.8111E-12,1.648,1.99791E-08,5.35906E-09,2.84495E-11,388.241089, fsrq 
597,3FGL J1314.8+2349,2.0479,184.2576,5.6817E-13,1.97,5.98505E-09,3.3641E-09,9.34418E-11,53.777042, bll 
598,3FGL J1316.0-3338,2.3227,1278.2679,3.7598E-12,1.845,2.98006E-08,9.79589E-09,7.38041E-11,430.481354, fsrq 
599,3FGL J1317.8+3429,2.5836,529.4026,1.2554E-12,1.228,7.10377E-09,1.44873E-09,9.9625E-16,71.810623, fsrq 
600,3FGL J1319.3+1402,1.8654,77.067,9.319E-15,1.829,2.47633E-09,2.75848E-10,2.50543E-11,33.152401, bll 
601,3FGL J1321.0+2215,2.4218,314.0684,2.9372E-12,1.366,2.3603E-08,5.97887E-09,2.21986E-11,162.015961, fsrq 
602,3FGL J1321.7+8312,2.5718,565.5115,3.2412E-12,0.189,1.61351E-08,2.30523E-09,5.34395E-12,139.316498, fsrq 
603,3FGL J1322.9+0435,1.7396,37.0896,1.1366E-14,2.188,3.83215E-09,4.96246E-14,3.02376E-11,40.610409, bll 
604,3FGL J1323.9+1405,2.076,31.3213,9.2149E-14,1.625,4.58281E-14,8.66636E-10,3.11337E-11,48.457146, bll 
605,3FGL J1326.1+2931,2.0695,111.7528,1.3833E-14,0.286,3.01491E-09,1.24481E-09,3.11432E-11,51.430008, bll 
606,3FGL J1326.8+2211,2.3336,850.6374,1.1979E-11,3.757,3.23788E-08,8.30949E-09,2.82257E-11,171.624557, fsrq 
607,3FGL J1327.9+2524,1.6784,10.2626,2.3503E-15,0.942,5.22554E-09,1.64029E-11,2.837E-11,32.204994, bll 
608,3FGL J1330.0-3818,2.7807,71.5688,5.4867E-12,1.873,2.31681E-08,2.49516E-09,2.89368E-15,38.103504, fsrq 
609,3FGL J1330.0+4437,2.0257,21.2261,6.7263E-14,1.62,1.65486E-09,4.63551E-10,2.01984E-11,44.97308, bll 
610,3FGL J1330.6+7002,1.8433,21.1784,3.8399E-14,0.223,6.32911E-09,5.40818E-10,4.84337E-11,47.744537, bll 
611,3FGL J1331.5+1711,2.7635,180.6751,6.6754E-12,2.059,1.69335E-08,2.28908E-09,7.52148E-12,53.608925, bll 
612,3FGL J1331.8+4718,2.5287,233.7047,2.0538E-12,1.852,8.87203E-09,2.3552E-09,5.16585E-12,74.536476, fsrq 
613,3FGL J1332.0-0508,2.4544,527.7424,4.1077E-11,7.754,1.09684E-07,2.92503E-08,5.67424E-11,1874.969727, fsrq 
614,3FGL J1332.6-1256,2.4171,127.281,2.3715E-12,1.912,2.99329E-08,9.90979E-09,7.43404E-11,296.666931, fsrq 
615,3FGL J1332.8+2723,2.3795,218.2731,8.5571E-13,0.273,5.66775E-09,1.46931E-09,4.68274E-12,122.503265, fsrq 
616,3FGL J1333.7+5057,2.4962,54.525,2.341E-12,0.098,1.5523E-08,3.59952E-09,1.938E-11,166.84169, fsrq 
617,3FGL J1335.4-2949,2.0468,10.7588,7.7912E-14,0.608,5.32775E-10,1.45094E-09,2.75073E-11,50.730824, bll 
618,3FGL J1337.6-1257,2.3663,2676.719,6.0503E-12,4.218,3.47477E-08,7.00419E-09,3.62587E-11,100.086136, fsrq 
619,3FGL J1338.9+6532,3.0199,211.0996,1.3552E-11,1.286,1.28206E-08,1.45106E-09,3.2727E-15,58.780949, fsrq 
620,3FGL J1339.0+1153,1.9654,16.122,1.0408E-13,0.682,3.56829E-09,2.0119E-09,1.04054E-10,46.211552, bll 
621,3FGL J1339.8-0133,2.4688,176.1054,1.02E-12,2.603,5.39926E-09,1.90333E-09,3.45863E-16,69.537422, fsrq 
622,3FGL J1340.6+4412,1.9342,57.2757,9.6404E-15,2.031,6.33143E-09,8.61064E-10,4.36255E-11,41.448093, bll 
623,3FGL J1341.0+3955,2.5412,88.9234,6.7671E-13,1.434,7.45733E-09,9.22227E-10,1.14498E-11,45.973404, bll 
624,3FGL J1341.5+5517,2.563,38.0456,6.1211E-13,0.831,6.28133E-09,1.44942E-09,1.12358E-11,39.692791, bll 
625,3FGL J1341.9-2053,2.6484,399.5865,1.1148E-11,2.383,2.05769E-08,5.13749E-09,3.23263E-15,255.885132, fsrq 
626,3FGL J1343.6+5753,2.4078,116.6497,1.4995E-13,0.864,7.74293E-09,6.34865E-10,1.50998E-11,41.239494, fsrq 
627,3FGL J1344.2-1724,2.0443,340.3926,9.3961E-12,4.453,2.34661E-08,9.53644E-09,1.08138E-10,272.585083, fsrq 
628,3FGL J1345.6+4453,2.1951,294.1142,8.3687E-11,3.654,8.18896E-08,2.59394E-08,1.79376E-10,2987.455566, fsrq 
629,3FGL J1345.8+0704,2.3099,137.6594,2.2885E-12,2.305,1.00348E-08,4.14766E-09,1.66034E-11,189.158691, fsrq 
630,3FGL J1347.6-3754,2.4929,207.6375,2.8648E-12,0.326,2.09332E-08,4.50296E-09,7.61114E-12,165.901672, fsrq 
631,3FGL J1349.6-1133,2.3919,522.8244,3.4978E-12,2.204,2.46326E-08,5.78806E-09,2.03086E-11,642.103271, fsrq 
632,3FGL J1350.8+3035,2.3712,322.4777,4.1115E-12,2.472,1.29582E-08,5.20573E-09,1.83822E-11,289.322754, fsrq 
633,3FGL J1351.1+0030,2.3127,317.0424,4.7929E-13,0.873,6.45621E-09,1.20321E-09,2.34373E-12,168.627777, fsrq 
634,3FGL J1351.4+1115,1.7106,42.888,4.425E-14,1.817,4.72395E-13,7.1786E-10,1.50478E-10,45.846035, bll 
635,3FGL J1353.1-4414,2.5934,413.8,3.8588E-12,1.592,2.2254E-08,2.5005E-09,1.78732E-11,36.786446, bll 
636,3FGL J1353.2+1435,2.3426,446.7588,9.0296E-13,0.386,1.06242E-08,2.6604E-09,3.49912E-11,72.107895, bll 
637,3FGL J1354.5+3705,2.2628,25.1398,4.1943E-13,0.935,3.30623E-09,1.28656E-09,1.73579E-11,38.272968, bll 
638,3FGL J1355.0-1044,2.3867,768.7958,1.6156E-12,2.401,1.34073E-08,4.33485E-09,2.69224E-11,195.193939, fsrq 
639,3FGL J1357.5+0125,2.1423,61.3928,7.3593E-14,0.142,9.27008E-09,1.05186E-09,3.90903E-11,48.453312, bll 
640,3FGL J1357.6+7643,2.4841,647.2776,1.9411E-12,3.162,1.06159E-08,2.17461E-09,1.92953E-12,103.245819, fsrq 
641,3FGL J1359.0+5544,2.5926,128.0274,5.8885E-12,0.364,1.75739E-08,3.14469E-09,9.97161E-12,141.537262, fsrq 
642,3FGL J1359.2+0204,2.3329,808.4842,2.0546E-13,0.869,1.39476E-09,1.38313E-09,1.04316E-13,42.064327, fsrq 
643,3FGL J1359.9-3746,2.0237,103.3598,1.2681E-13,2.156,1.12981E-08,2.2892E-09,7.34689E-11,44.431698, bll 
644,3FGL J1404.8+0401,1.982,42.4451,1.1242E-13,0.144,6.35652E-09,1.1791E-09,3.5878E-11,40.284786, bll 
645,3FGL J1404.8+6554,2.0933,15.5111,8.1333E-14,0.998,3.20519E-09,6.23017E-10,1.41795E-11,52.374256, bll 
646,3FGL J1406.6+1644,1.6473,8.4047,4.6879E-15,0.622,9.22702E-12,4.17766E-10,4.07535E-11,36.401371, bll 
647,3FGL J1408.8-0751,2.3798,689.3622,6.2825E-12,2.635,3.29107E-08,8.61023E-09,6.36056E-11,129.653931, fsrq 
648,3FGL J1410.4+2821,1.9746,28.9008,4.9805E-14,0.225,4.56904E-09,2.52265E-10,4.13077E-11,38.088409, bll 
649,3FGL J1415.0-1001,2.4943,262.9528,6.6561E-13,3.038,1.15158E-08,2.04801E-09,7.15692E-12,44.077538, fsrq 
650,3FGL J1415.2+4832,2.6685,41.9385,1.8918E-12,1.345,1.11108E-08,6.72693E-10,6.47659E-12,53.935776, bll 
651,3FGL J1416.1-2417,1.8528,73.0382,3.2172E-14,1.145,3.1376E-09,5.32998E-10,5.83643E-11,41.644115, bll 
652,3FGL J1417.8+2540,2.1637,89.6832,1.1764E-13,0.867,3.90149E-09,8.78162E-10,3.67395E-11,45.070679, bll 
653,3FGL J1418.4-0233,1.5323,34.6571,5.7555E-13,3.443,2.96924E-09,2.66976E-09,3.82511E-10,84.490959, bll 
654,3FGL J1419.5+0449,1.7506,26.5581,8.4642E-15,1.275,1.36354E-11,2.56649E-10,5.91933E-11,37.784859, bll 
655,3FGL J1419.8+3819,2.3646,612.202,1.4148E-12,1.52,7.69464E-09,2.89506E-09,1.69678E-11,39.665237, fsrq 
656,3FGL J1419.9+5425,2.3075,788.7688,1.6156E-12,0.878,1.51069E-08,3.43466E-09,4.46592E-11,106.236328, bll 
657,3FGL J1422.4+3227,2.5597,405.3197,8.4657E-13,0.674,7.43152E-09,7.44251E-10,6.70577E-15,52.448483, fsrq 
658,3FGL J1422.8-7828,2.0451,257.2,5.2274E-14,2.655,3.97344E-10,6.31627E-10,1.24445E-11,63.077808, fsrq 
659,3FGL J1424.3+0434,2.3612,220.8039,4.1044E-13,0.677,5.02973E-09,1.82165E-09,1.49212E-11,46.63942, bll 
660,3FGL J1424.9+3615,2.0961,91.1654,3.4074E-13,0.008,6.06744E-09,2.83076E-09,8.06019E-11,50.247787, bll 
661,3FGL J1426.2+3402,1.9292,35.208,4.4705E-14,1.855,2.6994E-10,6.31879E-10,2.0696E-11,39.093075, bll 
662,3FGL J1427.0+2347,1.7598,430.2013,1.4754E-11,2.242,4.59859E-08,2.2063E-08,1.72667E-09,210.253403, bll 
663,3FGL J1427.6-3305,2.4184,161.147,5.5649E-12,0.722,3.36128E-08,7.5521E-09,6.5932E-11,228.794449, bll 
664,3FGL J1427.9-4206,2.0787,3862,1.6302E-10,6.716,1.83487E-07,6.34936E-08,4.77697E-10,3146.778564, fsrq 
665,3FGL J1428.5+4240,1.5746,58.8909,2.4546E-14,0.049,4.1259E-10,6.97518E-10,1.97161E-10,59.460857, bll 
666,3FGL J1434.1+4203,2.3921,308.7296,6.7775E-13,0.67,6.42547E-09,1.36094E-09,9.89822E-12,78.05323, fsrq 
667,3FGL J1435.2+2023,2.5544,376.6054,5.5258E-13,0.325,1.08865E-08,1.78087E-09,2.60711E-15,38.479115, bll 
668,3FGL J1436.8+2322,2.4076,817.5916,6.4763E-13,0.726,8.54451E-09,1.93851E-09,2.42029E-11,70.30674, fsrq 
669,3FGL J1436.8+5639,1.985,21.4109,7.004E-14,2.185,5.25329E-09,9.81944E-10,6.4039E-11,37.230984, bll 
670,3FGL J1438.7+3710,2.3646,357.0522,6.4094E-12,2.616,2.8416E-08,6.81913E-09,2.11025E-11,470.468597, fsrq 
671,3FGL J1439.2+3931,1.7709,42.9276,3.3374E-14,0.171,4.87799E-10,7.40941E-10,5.67208E-11,47.07806, bll 
672,3FGL J1440.1+4955,2.6017,111.734,3.4531E-12,1.399,1.41178E-08,2.17398E-09,2.111E-11,48.380432, bll 
673,3FGL J1440.2-1538,2.3451,641.0927,7.5178E-13,1.369,5.3859E-09,3.22155E-09,1.84116E-11,64.097748, bll 
674,3FGL J1440.4-3845,1.7307,23.5451,1.2685E-14,1.072,4.84764E-09,7.54787E-11,9.11569E-11,47.306194, bll 
675,3FGL J1440.9+0610,2.2472,90.3625,9.2429E-13,1.736,1.60336E-08,2.87115E-09,8.69485E-11,87.045937, bll 
676,3FGL J1442.0+4348,1.7796,46.589,2.0429E-14,2.436,3.00284E-09,1.05072E-10,4.27918E-11,41.003357, bll 
677,3FGL J1442.8+1200,1.7955,69.269,4.109E-14,0.544,4.39005E-09,6.74688E-10,7.24275E-11,50.459057, bll 
678,3FGL J1443.9+2502,2.1276,362.2502,5.2089E-13,0.568,9.13038E-09,2.9747E-09,3.89217E-11,48.010891, fsrq 
679,3FGL J1444.0-3907,1.811,110.3926,4.2914E-13,3.056,1.19731E-08,4.28658E-09,4.12706E-10,53.923393, bll 
680,3FGL J1445.0-0328,1.9555,21.7529,1.023E-13,0.381,3.57352E-09,1.0774E-09,6.36178E-11,57.02404, bll 
681,3FGL J1446.1-1628,2.3591,358,4.3904E-13,0.404,1.05573E-08,1.45367E-09,1.55224E-11,46.666531, bll 
682,3FGL J1448.0+3608,1.8215,36.2729,2.017E-13,1.46,4.10702E-09,1.94333E-09,1.74696E-10,92.860222, bll 
683,3FGL J1450.4+0911,2.349,330.7971,4.3951E-13,0.456,6.33565E-09,1.0785E-09,8.19873E-12,71.055061, fsrq 
684,3FGL J1450.9+5200,2.1774,74.1016,2.4138E-13,2.722,3.90537E-12,2.37089E-09,1.84439E-11,43.174141, bll 
685,3FGL J1454.0+1622,2.5935,229,1.8951E-12,1.037,8.31627E-09,1.89328E-09,2.12403E-16,58.167252, fsrq 
686,3FGL J1454.2-3751,2.7647,942.7548,8.8553E-12,0.32,2.35612E-08,3.74882E-09,7.83753E-12,60.638638, fsrq 
687,3FGL J1454.5+5124,2.0838,178.0805,1.5905E-12,2.842,1.94092E-08,6.63399E-09,1.44057E-10,108.117371, bll 
688,3FGL J1457.4-3539,2.1609,675.0146,4.9873E-11,5.176,8.06609E-08,2.67672E-08,1.52908E-10,1933.111206, fsrq 
689,3FGL J1458.7+3719,2.2395,215.1877,1.017E-13,0.828,4.49739E-09,9.42366E-10,1.34382E-11,46.175598, bll 
690,3FGL J1500.9+2238,1.9183,32.4673,2.7239E-13,0.51,6.5769E-09,2.08947E-09,1.51487E-10,117.509247, bll 
691,3FGL J1503.7-1540,1.7696,5.8653,5.2982E-14,0.021,5.15452E-09,1.57959E-09,1.77032E-10,52.12619, bll 
692,3FGL J1503.7+4759,2.2177,73.3689,1.2582E-13,0.68,5.21428E-09,2.14695E-09,1.93133E-11,63.701099, bll 
693,3FGL J1504.4+1029,2.0751,1774.808,3.539E-10,9.197,2.78136E-07,9.18823E-08,4.72049E-10,10161.46094, fsrq 
694,3FGL J1505.0-3432,2.2305,138.5468,2.6097E-13,1.706,1.08415E-08,1.3541E-09,2.84244E-11,56.359451, bll 
695,3FGL J1506.1+3728,2.4527,937.717,3.2206E-12,3.151,1.43723E-08,4.03943E-09,2.30902E-14,131.601227, fsrq 
696,3FGL J1506.3+4332,1.9471,29.1646,3.5397E-14,1.238,3.41878E-13,3.66124E-10,2.19725E-11,41.594925, bll 
697,3FGL J1506.6+0811,1.874,84.6779,5.4487E-14,2.33,7.41715E-10,1.03841E-09,6.06619E-11,49.596783, bll 
698,3FGL J1507.4+1725,1.7835,23.4915,1.027E-14,1.744,5.67103E-10,7.59239E-13,3.59126E-11,52.394974, bll 
699,3FGL J1508.6+2709,1.7091,40.0515,8.2332E-15,0.772,1.953E-09,4.00223E-10,4.67169E-11,38.470032, bll 
700,3FGL J1509.7+5556,1.8704,31.4592,4.4977E-14,0.966,1.43782E-09,7.60175E-10,6.71336E-11,64.618607, bll 
701,3FGL J1510.9-0542,2.4256,3569.9902,3.8442E-12,2.538,3.10083E-08,1.02451E-08,4.09168E-11,55.742161, fsrq 
702,3FGL J1512.2+0202,2.2001,958.4791,2.3842E-12,2.019,2.25965E-08,6.47881E-09,1.03022E-10,66.657326, fsrq 
703,3FGL J1512.8-0906,2.3047,2701.6106,4.233E-10,7.74,6.96768E-07,1.89369E-07,8.67296E-10,11013.99609, fsrq 
704,3FGL J1513.5-3233,2.3408,183.1737,2.6093E-12,3.213,1.64821E-08,5.62525E-09,2.20881E-11,296.281494, fsrq 
705,3FGL J1514.1+2940,2.8784,128.647,2.6299E-12,0.631,1.06115E-08,1.16575E-09,5.72152E-12,61.331696, fsrq 
706,3FGL J1514.8+4446,2.339,40.4534,1.7872E-12,2.552,1.11686E-08,3.60537E-09,1.19948E-11,66.955818, fsrq 
707,3FGL J1516.7+3648,2.2303,179.1522,1.9295E-13,1.84,2.35919E-09,1.05149E-09,5.97693E-15,71.198067, bll 
708,3FGL J1516.9+1926,2.7675,464.6425,5.6048E-12,0.124,1.18899E-08,2.08996E-09,9.80823E-12,54.502911, bll 
709,3FGL J1517.6-2422,2.1122,2042.3534,5.5029E-12,1.41,5.40302E-08,1.35889E-08,2.37592E-10,60.30648, bll 
710,3FGL J1517.6+6524,1.7821,37.7879,6.9244E-14,0.263,1.51636E-09,1.537E-09,1.53343E-10,61.104446, bll 
711,3FGL J1520.3+4209,2.5005,139.4874,1.9424E-12,2.413,9.06894E-09,2.90738E-09,3.58987E-12,91.721741, fsrq 
712,3FGL J1520.8-0348,1.8341,46.0236,1.2145E-13,2.473,2.73076E-10,1.51281E-09,1.35439E-10,48.141872, bll 
713,3FGL J1521.1+5543,2.1705,58.8826,8.6272E-14,1.709,7.54206E-09,4.60149E-10,2.38141E-11,41.375458, bll 
714,3FGL J1521.8+4340,2.6069,225.7532,1.0805E-12,1.435,1.14203E-08,1.89984E-09,1.02623E-11,78.619308, fsrq 
715,3FGL J1522.1+3144,2.2473,347.8089,4.0587E-10,5.633,2.93834E-07,7.99758E-08,3.84205E-10,1604.830688, fsrq 
716,3FGL J1522.6-2730,2.129,1107.3729,1.5689E-12,3.219,2.03822E-08,8.79333E-09,1.2239E-10,182.911606, bll 
717,3FGL J1531.0+5737,2.2684,38.2948,3.1221E-13,1.803,7.03659E-09,1.01544E-09,4.97964E-11,60.997211, bll 
718,3FGL J1531.8+4704,2.3156,27.8018,1.7749E-13,1.036,6.61545E-09,4.57165E-10,1.39937E-11,42.193565, bll 
719,3FGL J1532.0+3018,1.7653,54.4835,1.9717E-14,1.397,2.80483E-13,5.32962E-10,5.52213E-11,45.29348, bll 
720,3FGL J1533.2+1852,1.8944,23.0432,2.6082E-14,0.536,4.41536E-09,5.39682E-10,5.01328E-11,41.324886, bll 
721,3FGL J1533.5+3416,1.8543,30.0635,2.8032E-14,0.754,2.69909E-09,6.66387E-10,3.03666E-11,36.240154, bll 
722,3FGL J1534.4+5323,1.9597,18.35,2.4545E-14,0.63,2.62966E-09,1.24878E-10,1.59528E-11,35.070251, bll 
723,3FGL J1534.5+0128,2.7787,1344.0304,9.2528E-12,0.233,2.02597E-08,2.91176E-09,1.06805E-15,118.197266, fsrq 
724,3FGL J1535.0+3721,2.1141,22.4705,1.6282E-13,0.695,1.35669E-09,1.47983E-09,4.92412E-11,44.342075, bll 
725,3FGL J1535.7+3920,2.0992,19.7885,7.1382E-14,1.59,5.1836E-14,6.71577E-10,1.30796E-11,44.650414, bll 
726,3FGL J1539.5+2746,2.0826,194.8636,4.5484E-13,2.195,3.71014E-09,2.32316E-09,4.46026E-11,231.998611, fsrq 
727,3FGL J1540.1+8155,1.6022,69.9704,2.0928E-14,2.323,1.47053E-13,3.2598E-10,1.25351E-10,56.115162, bll 
728,3FGL J1540.8+1449,2.3449,1387.3376,1.3372E-13,0.937,6.49255E-09,1.83341E-09,2.7592E-11,43.964111, bll 
729,3FGL J1541.8+1105,2.7335,104.6891,4.5839E-12,0.827,1.36854E-08,2.16927E-09,2.2834E-15,59.039303, fsrq 
730,3FGL J1542.9+6129,1.8959,86.854,7.2996E-12,3.479,2.71806E-08,1.02911E-08,3.07933E-10,355.46286, bll 
731,3FGL J1546.0+0818,1.69,10.6763,2.2742E-14,1.875,6.151E-14,5.60596E-11,8.02464E-11,63.46405, bll 
732,3FGL J1546.6+1812,2.3005,48.7718,1.348E-13,0.712,3.6609E-09,8.63176E-10,2.80935E-11,39.203232, bll 
733,3FGL J1548.8-2250,2.0479,145.5483,2.4687E-13,0.676,8.27045E-09,3.49415E-09,9.89396E-11,49.112335, bll 
734,3FGL J1549.4+0237,2.4633,836.2453,1.0165E-11,1.527,4.09927E-08,8.29043E-09,2.36456E-11,233.779892, fsrq 
735,3FGL J1550.5+0526,2.3359,2303.9409,2.5691E-12,2.508,1.13495E-08,5.70521E-09,2.17078E-14,56.284481, fsrq 
736,3FGL J1552.1+0852,2.2102,125.5122,2.4773E-13,1.045,1.4673E-09,1.49387E-09,1.63615E-11,48.163372, bll 
737,3FGL J1553.3-2421,2.2793,271.0017,7.1392E-13,2.216,5.55655E-09,3.54115E-09,5.39325E-12,65.667213, fsrq 
738,3FGL J1553.5-3118,1.5109,156.0533,6.0977E-14,4.526,1.56723E-14,1.45551E-13,1.33502E-10,43.832409, bll 
739,3FGL J1553.5+1256,2.2234,948.3056,2.0184E-11,3.898,4.06674E-08,1.12812E-08,4.09196E-11,513.607971, fsrq 
740,3FGL J1554.4+2010,2.2537,79.5064,1.24E-13,0.339,4.68875E-09,8.29353E-10,1.50303E-11,31.449232, bll 
741,3FGL J1555.7+1111,1.6043,312.5351,4.8253E-12,2.35,2.79493E-08,1.61394E-08,2.24151E-09,123.55407, bll 
742,3FGL J1558.9+5625,2.21,208.2556,5.0967E-13,0.336,1.49089E-08,2.15822E-09,3.79936E-11,88.08567, bll 
743,3FGL J1559.9+2319,2.1005,46.685,1.0776E-13,0.561,4.97415E-11,1.37192E-09,4.52049E-11,52.636219, bll 
744,3FGL J1603.7+1106,2.3242,195.653,2.737E-13,0.951,3.4682E-09,2.11416E-09,2.13939E-11,73.212036, bll 
745,3FGL J1604.6+5714,2.3549,496.876,1.078E-11,3.747,2.41207E-08,8.37739E-09,1.87116E-11,220.528412, fsrq 
746,3FGL J1606.1+5630,1.973,15.8622,1.5599E-14,0.104,4.35963E-09,1.04045E-09,3.66948E-11,36.923248, bll 
747,3FGL J1607.0+1551,2.2842,632.9863,4.3997E-12,2.296,2.65084E-08,7.68657E-09,6.63257E-11,68.434441, fsrq 
748,3FGL J1608.6+1029,2.6191,1392.5778,1.3472E-11,3.567,4.56013E-08,7.91631E-09,3.96318E-12,209.285995, fsrq 
749,3FGL J1610.8-6649,1.7731,158.5,1.941E-13,2.284,7.14985E-09,2.74708E-09,3.35133E-10,64.124077, bll 
750,3FGL J1613.8+3410,2.3519,4024.7344,1.2266E-12,0.94,1.53416E-08,2.14695E-09,4.03241E-11,49.289574, fsrq 
751,3FGL J1615.8+4712,2.0203,563.8,4.654E-14,0.806,2.0363E-12,8.5607E-10,1.84261E-11,49.714226, fsrq 
752,3FGL J1616.4+4631,2.5914,78.9152,9.9528E-13,1.493,1.28207E-08,1.54653E-09,2.78023E-16,64.666595, fsrq 
753,3FGL J1616.8+4111,2.3284,95.8907,1.8314E-13,1.487,3.49116E-09,8.39771E-10,1.41392E-15,47.288933, bll 
754,3FGL J1617.7-7717,2.3409,4152,2.3949E-11,4.335,3.13495E-08,8.76215E-09,5.47668E-12,194.786285, fsrq 
755,3FGL J1617.8+5137,2.6988,241.8355,5.9574E-12,1.977,1.40168E-08,2.43384E-09,5.6951E-12,132.235306, fsrq 
756,3FGL J1625.0+5651,2.3897,259.1812,2.1868E-13,0.913,1.9467E-13,1.48068E-09,6.4547E-12,35.587967, bll 
757,3FGL J1625.7-2527,2.2318,2521.7036,3.1979E-11,8.702,1.27495E-07,4.36764E-08,2.06546E-10,1080.643555, fsrq 
758,3FGL J1626.0-2951,2.507,2286.3062,5.0427E-12,4.385,3.58166E-08,1.35683E-08,6.37525E-12,105.275665, fsrq 
759,3FGL J1626.1+3512,1.6999,24.8772,5.0488E-15,0.467,2.28514E-10,1.11802E-14,2.18328E-11,33.399426, bll 
760,3FGL J1630.7+5222,1.9721,120.5162,2.9093E-13,1.695,5.84479E-09,1.80067E-09,7.51116E-11,72.859566, bll 
761,3FGL J1635.2+3809,2.4141,2726.5869,4.477E-11,9.362,1.99271E-07,5.91056E-08,1.18314E-10,2324.928467, fsrq 
762,3FGL J1637.1+1314,2.2211,11.24,6.2689E-14,1.204,1.09565E-08,6.94084E-10,3.75715E-11,31.718452, bll 
763,3FGL J1637.7+4715,2.3675,1062.4169,8.2334E-12,1.925,3.09898E-08,7.53431E-09,4.18264E-11,562.415894, fsrq 
764,3FGL J1637.8+7325,1.9126,5.9722,1.0622E-14,0.946,2.68527E-09,1.15222E-10,1.26884E-11,32.01741, bll 
765,3FGL J1637.9+5719,2.805,1199.4808,6.5607E-12,0.135,1.95195E-08,1.65782E-09,4.26209E-12,123.454422, fsrq 
766,3FGL J1639.8+4125,2.5419,74.4023,6.2958E-13,1.653,7.59916E-09,1.76079E-09,5.56781E-15,63.106819, fsrq 
767,3FGL J1640.6+3945,2.2849,977.3188,3.509E-12,4.737,2.48251E-08,1.48866E-08,6.62269E-11,331.366608, fsrq 
768,3FGL J1641.8-0619,2.3159,1220.1857,5.5252E-13,0.106,1.65842E-09,4.89808E-09,7.68244E-11,66.60463, bll 
769,3FGL J1642.9+3950,2.4474,7099.2441,2.5478E-12,0.273,6.03398E-08,1.13888E-08,6.80569E-11,201.910385, fsrq 
770,3FGL J1645.9+6336,2.6856,218.334,4.5829E-12,0.394,1.30319E-08,2.14273E-09,3.8347E-12,99.958008, fsrq 
771,3FGL J1649.4+5238,2.2188,49.6958,7.273E-13,2.667,4.34612E-09,2.1985E-09,1.84918E-11,74.635284, bll 
772,3FGL J1650.8+0830,2.6592,159.5504,6.4448E-12,1.897,1.82411E-08,3.38973E-09,2.22335E-15,70.423439, fsrq 
773,3FGL J1651.6+7219,1.8001,21.4334,7.1775E-15,1.414,1.25611E-09,2.00008E-10,2.6066E-11,42.073101, bll 
774,3FGL J1653.9+3945,1.7163,1558.646,2.1041E-12,0.319,2.92795E-08,1.35201E-08,1.53738E-09,251.467834, bll 
775,3FGL J1656.9+6008,2.6228,292.8098,2.6985E-12,0.767,1.07059E-08,2.07093E-09,1.25952E-11,63.00946, fsrq 
776,3FGL J1657.7+4807,2.4755,1035.6124,9.5297E-12,1.452,3.14613E-08,6.87574E-09,4.86929E-11,267.819, fsrq 
777,3FGL J1658.3+6149,2.0287,38.5545,3.0155E-14,0.466,4.03814E-09,3.73812E-10,2.84643E-11,33.418129, bll 
778,3FGL J1659.4+2631,2.7098,590.2938,1.6504E-12,1.455,6.3871E-09,9.92198E-10,1.06823E-11,47.033913, fsrq 
779,3FGL J1700.1+6829,2.3981,346.5899,1.7965E-11,2.997,5.87076E-08,1.35781E-08,4.90344E-11,993.631042, fsrq 
780,3FGL J1702.6+3116,1.3961,6.755,3.9008E-15,2.846,2.81491E-13,2.22007E-14,7.42512E-11,36.712498, bll 
781,3FGL J1703.6-6211,2.473,724.7,2.1496E-11,2.462,6.73941E-08,1.35743E-08,2.42007E-11,459.563263, fsrq 
782,3FGL J1705.5+7134,2.4467,35.8998,2.6494E-13,0.223,4.4797E-09,6.99304E-10,1.8109E-15,33.016266, bll 
783,3FGL J1709.6+4318,2.1586,143.1243,4.9701E-11,3.994,5.51637E-08,1.69566E-08,9.34763E-11,1989.659668, fsrq 
784,3FGL J1712.6+2932,1.5752,16.9665,7.0707E-15,2.176,5.94421E-14,1.18239E-13,6.96081E-11,36.769814, bll 
785,3FGL J1715.7+6837,2.1395,489.4462,1.3638E-12,3.809,2.5992E-09,3.55314E-09,3.41156E-11,117.059601, fsrq 
